PMCID	PMID	CORDID	Alternative Document IDs	Drug Name	Drug ID	Clinical Trial ID	Clinical Trial ID Type
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04315987	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04317092	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04318418	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04319731	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04321421	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04321993	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04325061	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04326790	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04328480	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04329650	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04329923	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04330638	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04331795	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04332913	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04333355	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04333368	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04333420	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04334044	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04343989	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04347915	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04350593	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04351152	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04351243	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04352608	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04355936	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04356690	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04357808	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04358549	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04361214	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04362813	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04377620	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04380519	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04381884	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04382066	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04390022	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7308040	PMID:32838264	CORDID:owv6quli	DOI:10.1016/j.ajogmf.2020.100159,PUBLISHER-ID:100159,PUBLISHER-ID:S2589-9333(20)30103-8	ivermectin	DRUGBANK:DB00602	NCT04397562	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7313836	PMID:32441741	CORDID:zj1pygww	DOI:10.1093/ndt/gfaa130,PUBLISHER-ID:gfaa130	ivermectin	DRUGBANK:DB00602	NCT04273321	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7315394	PMID:32607499	CORDID:t3y1w9ef	DOI:10.34133/2020/6925296	ivermectin	DRUGBANK:DB00602	NCT04274322	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	ChiCTR2000029308	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04275414	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04280588	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04283461	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04288713	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04293887	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04324606	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7320862	PMID:32603692	CORDID:zteyfpv9	DOI:10.1016/j.ejphar.2020.173328,PUBLISHER-ID:173328,PUBLISHER-ID:S0014-2999(20)30420-9	ivermectin	DRUGBANK:DB00602	NCT04336410	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7323060	PMID:32511912	CORDID:2kfmgr7k	DOI:10.1021/acs.jmedchem.0c00606	ivermectin	DRUGBANK:DB00602	NCT04257654	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7323060	PMID:32511912	CORDID:2kfmgr7k	DOI:10.1021/acs.jmedchem.0c00606	ivermectin	DRUGBANK:DB00602	NCT04276688	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7323606	PMID:32661214	CORDID:z88imi7f	DOI:10.1007/s12038-020-00067-w,PUBLISHER-ID:67	ivermectin	DRUGBANK:DB00602	NCT04287686	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7323606	PMID:32661214	CORDID:z88imi7f	DOI:10.1007/s12038-020-00067-w,PUBLISHER-ID:67	ivermectin	DRUGBANK:DB00602	NCT04315480	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT00005827	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT00099008	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT00118040	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT00244933	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT00290758	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT00312819	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01118741	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01729260	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01837862	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01839955	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01844076	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01907165	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT01935700	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT02101008	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT02519582	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT02532114	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT02644291	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT03123978	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT03281096	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT03333265	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT03925662	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7331117	PMID:32616710	CORDID:ip4wpdib	DOI:10.1038/s41392-020-00213-8,PUBLISHER-ID:213	ivermectin	DRUGBANK:DB00602	NCT04264260	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332204		CORDID:1wr7oud8	6d15d21fb55f7f43f14414e91e18745ed676a765,DOI:10.1016/s2055-6640(20)30017-0,S2ID:218608409	ivermectin	DRUGBANK:DB00602	NCT04341493	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332915	PMID:32768971	CORDID:rirzes0m	2f16f2f5f55fc0ece0ce5340f4d3047c5153fd7e,DOI:10.1016/j.biopha.2020.110493,S2ID:220304268	ivermectin	DRUGBANK:DB00602	NCT04264533	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332915	PMID:32768971	CORDID:rirzes0m	2f16f2f5f55fc0ece0ce5340f4d3047c5153fd7e,DOI:10.1016/j.biopha.2020.110493,S2ID:220304268	ivermectin	DRUGBANK:DB00602	NCT04313127	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332915	PMID:32768971	CORDID:rirzes0m	2f16f2f5f55fc0ece0ce5340f4d3047c5153fd7e,DOI:10.1016/j.biopha.2020.110493,S2ID:220304268	ivermectin	DRUGBANK:DB00602	NCT04324021	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332915	PMID:32768971	CORDID:rirzes0m	DOI:10.1016/j.biopha.2020.110493,PUBLISHER-ID:110493,PUBLISHER-ID:S0753-3322(20)30686-7	ivermectin	DRUGBANK:DB00602	NCT04264533	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332915	PMID:32768971	CORDID:rirzes0m	DOI:10.1016/j.biopha.2020.110493,PUBLISHER-ID:110493,PUBLISHER-ID:S0753-3322(20)30686-7	ivermectin	DRUGBANK:DB00602	NCT04313127	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7332915	PMID:32768971	CORDID:rirzes0m	DOI:10.1016/j.biopha.2020.110493,PUBLISHER-ID:110493,PUBLISHER-ID:S0753-3322(20)30686-7	ivermectin	DRUGBANK:DB00602	NCT04324021	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7336712	PMID:32702077	CORDID:jvenua7z	DOI:10.21203/rs.3.rs-25643/v1,OTHER:10.21203/rs.3.rs-25643	ivermectin	DRUGBANK:DB00602	NCT02735707	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7336712	PMID:32702077	CORDID:jvenua7z	DOI:10.21203/rs.3.rs-25643/v1,OTHER:10.21203/rs.3.rs-25643	ivermectin	DRUGBANK:DB00602	NCT04273529	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7336712	PMID:32702077	CORDID:jvenua7z	DOI:10.21203/rs.3.rs-25643/v1,OTHER:10.21203/rs.3.rs-25643	ivermectin	DRUGBANK:DB00602	NCT04320277	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7346829	PMID:32773165	CORDID:i8buyy9l	DOI:10.1016/j.medcli.2020.06.025,PII:S0025-7753(20)30448-6	ivermectin	DRUGBANK:DB00602	NCT04315298	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7346829	PMID:32773165	CORDID:i8buyy9l	DOI:10.1016/j.medcli.2020.06.025,S2ID:220433854,e5786a2882530a4beaa9d1ca57662cc3058d4d46	ivermectin	DRUGBANK:DB00602	NCT04315298	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04252664	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04280705	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04292730	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04292899	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04310228	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7350325	PMID:32485970	CORDID:30tftimd	DOI:10.3390/pathogens9060426,PUBLISHER-ID:pathogens-09-00426	ivermectin	DRUGBANK:DB00602	NCT04315298	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7355822	PMID:32560227	CORDID:kf7yz3oz	DOI:10.3390/jcm9061885,PUBLISHER-ID:jcm-09-01885	ivermectin	DRUGBANK:DB00602	NCT03891420	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7355822	PMID:32560227	CORDID:kf7yz3oz	DOI:10.3390/jcm9061885,PUBLISHER-ID:jcm-09-01885	ivermectin	DRUGBANK:DB00602	NCT04252664	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7355822	PMID:32560227	CORDID:kf7yz3oz	DOI:10.3390/jcm9061885,PUBLISHER-ID:jcm-09-01885	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7355822	PMID:32560227	CORDID:kf7yz3oz	DOI:10.3390/jcm9061885,PUBLISHER-ID:jcm-09-01885	ivermectin	DRUGBANK:DB00602	NCT04261517	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7355822	PMID:32560227	CORDID:kf7yz3oz	DOI:10.3390/jcm9061885,PUBLISHER-ID:jcm-09-01885	ivermectin	DRUGBANK:DB00602	NCT04324606	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7355822	PMID:32560227	CORDID:kf7yz3oz	DOI:10.3390/jcm9061885,PUBLISHER-ID:jcm-09-01885	ivermectin	DRUGBANK:DB00602	NCT04336904	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	ChiCTR2000029308	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	NCT04276688	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	NCT04280705	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	NCT04335786	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	NCT04343092	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	1c9b3aa2252e7d57adf0503f71d57f5bc17d49df,DOI:10.1016/j.drup.2020.100719,S2ID:220527155	ivermectin	DRUGBANK:DB00602	NCT04382066	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	DOI:10.1016/j.drup.2020.100719,PII:S1368-7646(20)30048-0,PUBLISHER-ID:100719	ivermectin	DRUGBANK:DB00602	ChiCTR2000029308	CTI:ChineseClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	DOI:10.1016/j.drup.2020.100719,PII:S1368-7646(20)30048-0,PUBLISHER-ID:100719	ivermectin	DRUGBANK:DB00602	NCT04257656	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	DOI:10.1016/j.drup.2020.100719,PII:S1368-7646(20)30048-0,PUBLISHER-ID:100719	ivermectin	DRUGBANK:DB00602	NCT04276688	CTI:AmericanClinicalTrialIdentifier
PMCID:PMC7362818	PMID:32717568	CORDID:vw28rf4d	DOI:10.1016/j.drup.2020.100719,PII:S1368-7646(20)30048-0,PUBLISHER-ID:100719	ivermectin	DRUGBANK:DB00602	NCT04280705	CTI:AmericanClinicalTrialIdentifier
